"symbol","mom_z_ts","mom_z_cs","vol_z_ts","vol_z_cs","skew_z_ts","skew_z_cs","ret_1m_z_ts","ret_1m_z_cs","dfp_z_ts","dfp_z_cs"
"GDDY",-1.62773429302971,-1.20031469596334,1.26573631040461,1.03115518386317,0.747150979535929,1.99105242229108,-0.672235801895604,-0.829867186344541,-3.3121177938446,-1.75523875161435
"GE",0.960192373499877,2.28368724435401,-0.828581022574874,0.130216545451508,0.0274424676227484,0.541964145925285,-0.443697429164105,-0.755287934120473,0.863466447083536,0.750141063081778
"GEN",-0.708797985727218,-0.37359472571647,-0.170214740417869,0.683143190692387,1.6266937861893,2.6633103666245,-0.0977562755502416,-0.234899460962172,0.273701721084783,0.0897029138705303
"GILD",0.935499218790197,0.842570584757012,-1.02941123999357,-0.617525291207781,-0.828904194846287,0.215990825256908,0.643723912685202,0.370058136106064,1.46832160767674,0.98358625810158
"GIS",-1.36033397176976,-0.891353023173848,-0.996122808963164,-1.19756622880778,0.86647800012994,1.06785227959916,0.251637888439526,-0.0911650266432218,-1.62229304661573,-1.24104594575491
"GL",1.00008411716131,0.883512653018109,1.53847324873408,0.618132593570603,-1.55707873477878,-3.6279041733959,0.210778574881461,0.0234921739486515,0.33383881731517,0.600260829487738
"GLW",2.0819452822838,2.56624286538153,-0.532369451381926,-0.326723692701724,0.115900849543509,0.783005779019137,-0.898516198762337,-0.989329276472482,0.590632869923827,0.629442520962394
"GM",0.0325462535617284,0.342970830516434,-1.13807655022467,-0.195968129319168,-1.05920848504406,-0.529900126183289,0.535499765329813,0.551389270928682,1.05099325377739,0.98358625810158
"GNRC",-0.638198461136522,-0.509295303173744,0.356414879168336,2.25776673817957,1.42532247551653,1.58941607116592,-0.921054493725049,-1.6018769135661,0.0848978307678909,-0.535615341482382
"GOOG",1.54591640068073,1.97011525245395,0.345249853757555,-0.15792256897482,-2.34492081826657,-1.50221359221922,1.62623103007809,1.50747538759792,0.813430110787151,0.98358625810158
"GOOGL",1.64380620613991,2.02523542677338,0.437256052485863,-0.125200769173692,-2.02615506877139,-1.52090217125827,1.66154076369906,1.5442140769974,0.821237310938437,0.98358625810158
"GPC",0.293991299101495,0.308322876292392,-0.580922295711624,-0.442762228844794,-1.44907625997664,-1.40501826412712,0.229571709908101,0.0206488530803135,-0.210679080230049,0.0805966673970642
"GPN",-1.37241282734532,-1.12919731697918,0.155653340264253,0.356260934903284,-0.983719984437033,-0.733819117517934,-0.364809534206697,-0.645194429953889,-1.34772991857409,-1.92942336235452
"GRMN",-0.340428572435609,0.375678435517451,1.49203438588154,0.169503316237265,-0.926858215354124,-0.737080547545359,-1.45552316304471,-1.46183742817175,-0.558778878888393,-0.436384936981783
"GS",0.454130826498426,1.1441869660162,-0.806090996927283,-0.150572229894326,-0.433138624038513,-0.047967470815257,0.338086426921371,0.316111802493394,1.12382775791184,0.98358625810158
"GWW",-1.58166307749427,-0.891919873996402,-2.82827959787463,-0.681465483455256,-1.07982712033952,-1.11967751254888,-0.586049655131391,-0.685190511203682,-1.71725621974191,-0.430924501535796
"HAL",-0.59454767584686,-0.949124860603232,-1.19731700378579,0.214672355515208,-0.944367745181437,-0.362600260540859,-0.233871688454545,-0.61029506162906,-0.0952886976883804,-1.13451363054236
"HAS",0.905417579174838,0.67004829765708,-0.678034369529212,-0.264139509289689,0.0517920961519497,-0.98455722825857,1.0585396352475,0.929181274273789,1.4647312597333,0.98358625810158
"HBAN",-0.423997633980143,-0.151713974335159,-0.509857932118287,-0.0263508420942154,1.05383858153084,0.320925367607802,0.525949628607822,0.439243220196537,0.328942056597757,0.457622692752807
"HCA",0.576214555389347,1.23880717493162,-0.782922908166202,0.172054112292495,-1.94322050236722,-0.811328066063146,0.88431793283319,1.10584035884787,0.883136305785403,0.98358625810158
"HD",-1.0766222303554,-0.264797473204737,-0.0617894979450946,-0.466216742616496,-0.0577066346180008,-0.603017085197347,-1.13169770242501,-1.09807258171872,-0.588208320862741,-0.0674376405087884
"HIG",-0.191443525951369,0.23892768103347,-0.315806900159698,-0.655198486177051,-0.222175774721827,-0.946712904771986,1.31728473059788,1.07562237731747,0.799580920299692,0.98358625810158
"HII",1.95631765530146,1.80807475613867,2.08256237367655,0.952349771350732,-1.66272229408868,-1.96917895753875,-0.43339027515473,-0.592853796211655,1.0572735606603,0.833910722916193
"HLT",-0.786835788117359,-0.0365076713282374,-0.859433626169489,-0.698626238221621,-1.01018834022299,-1.71582561545885,1.15305405715987,1.16072924623996,0.80646541395598,0.98358625810158
"HOLX",-1.23282865844477,-0.759248722943059,-0.822160440407033,-0.910590504616863,-1.11176370412652,-0.589385063898061,0.0737922532576542,-0.111605112267718,0.192765493898188,0.424717648378357
"HON",-1.06886182363182,-0.434947992667567,-0.939447116498677,-1.0516640160582,0.697343118462878,1.35914234206361,-0.823927386740997,-0.831134121238923,-0.634388569344464,0.19673486779602
"HPE",0.221036851167577,0.481275204271324,0.607951650252496,0.586486135449252,-1.43150993366073,-0.356329904863625,-1.30014226494808,-1.69344104905106,0.065214964016247,0.231255417332782
"HPQ",-1.0976449309425,-0.802595770471264,0.0185379544894157,0.203765045841369,2.63689404970046,3.34416507310727,-1.53284739388164,-1.86703179333111,-1.35304817188341,-1.02631520359599
"HRL",-1.50665233389112,-0.8929102510222,1.14451717006405,-0.492187222259958,0.513338000190492,0.997540208570841,1.27963009138624,0.696771793212156,-1.5008176890493,-1.12695221515114
"HSIC",-1.28679177373409,-0.714666436504749,-0.127370144732854,-0.163813700879102,1.3910338091511,0.946806130805431,2.44158929326755,2.09355291467895,0.698752639818258,0.517361936477973
"HST",-0.355119060244115,-0.228912926692374,-0.954286337061608,-0.521976828134854,0.520351563404644,0.775570574178925,1.12208963453702,1.03593796964852,0.523465658233091,0.443650881162034
"HSY",-0.0165624677308655,0.191126324637424,1.66316974501685,-0.58544528681103,1.07534079365713,1.13062017406991,1.93206112400809,1.25981505385408,0.879618982768333,0.961381011044033
"HUBB",-1.17189747956908,-0.345606836104512,-0.212407386360024,-0.0924433869428276,-0.782295329790024,-1.22562984771333,-1.26683502708816,-1.35498902506289,-0.194636322885718,0.44086644238126
"HUM",-0.779624306251161,-0.522798794337256,2.84224081851203,1.22338762250237,0.241560969718235,0.921631274656558,-1.47657040874431,-1.85482222664781,-1.74920696832107,-2.11690278240663
"IBKR",0.487639823290958,1.41685589171953,2.25042194327648,1.08076114666661,-1.39715076987943,-0.029170740103831,-1.02665520146534,-1.31348549374802,0.394261428066997,0.462270420294598
"IBM",0.986451304988535,0.939538722790713,1.16902540972903,0.172503373943575,-0.688414442777115,-0.865398323207127,-0.0561355287100416,-0.178217024533643,1.13955570223008,0.98358625810158
"ICE",-0.593996257754336,0.0619029695887269,0.24787691096134,-0.569598149225827,-1.00814220041584,-0.498216632174425,1.05079466668957,0.699793021604854,-0.866635726635738,-0.0231773298519701
"IDXX",1.0969543131129,2.10022220686257,0.293989669859958,0.595057088263108,0.691747198118282,0.467219991142295,1.93468951849587,2.307628094661,0.966133726132595,0.98358625810158
"IEX",-2.28743155666079,-1.27550462871403,-0.10727616732728,-0.534165521710844,-0.451962066895116,-0.390215072736798,0.0706973878805099,-0.110754332262308,-2.08981156098656,-0.866277898205971
"IFF",-1.74162767179529,-1.43874118914397,-0.911912284363308,-0.471635705585775,1.83352517696132,1.33265999256101,1.27211642202077,1.0743410851951,-1.00706093192254,-1.23743478470815
"INCY",0.559027778550394,0.483346120806155,-0.788450135026042,-0.0452580078946104,-1.56179579919856,-1.04164065341237,1.18784689244074,1.26181614273007,1.69579914782745,0.98358625810158
"INTC",1.60621852498218,1.62334060866827,2.63041125014954,3.14291552642244,0.131246204965451,0.0486374184962682,0.0548472750138583,-0.112779567318787,0.300669243817819,-0.266722964447296
